Supplementary Data 2A. Differential gene expression in CD8A+ T cells at pre-treatment vs 4 weeks,,,,,
,p_val,avg_log2FC,pct.1,pct.2,p_val_adj
RPSA,0.405159264,0.076129403,0.971,0.972,1
EML2,0.405262537,-0.076583564,0.107,0.128,1
BRD7,0.405424743,-0.075518481,0.248,0.282,1
RAB5B,0.405438181,0.064788708,0.207,0.195,1
YAF2,0.405530455,-0.054438894,0.091,0.11,1
AEBP2,0.405713884,-0.071007464,0.179,0.186,1
PAM,0.40576766,0.012968439,0.083,0.1,1
DENND2D,0.405780504,-0.075241524,0.296,0.333,1
ZNF644,0.405829424,0.082589282,0.21,0.185,1
WDR74,0.40601602,-0.079223806,0.122,0.145,1
THYN1,0.406059371,-0.033172646,0.195,0.195,1
SYT11,0.406084817,-0.024737441,0.145,0.166,1
RIC8A,0.406406498,-0.057614968,0.153,0.178,1
KDM6B,0.406507288,-0.049708018,0.041,0.053,1
PDP1,0.406683364,-0.00111981,0.049,0.055,1
FCHSD2,0.406746248,-0.06804937,0.047,0.062,1
PSMB1,0.406802756,-0.044906449,0.451,0.49,1
CDKN2AIPNL,0.406819175,0.077252847,0.122,0.102,1
GNB1,0.407241111,0.066677951,0.454,0.431,1
PABPN1,0.407577948,0.003760481,0.554,0.573,1
DNAJB12,0.407641263,0.001388122,0.091,0.101,1
ZMYM2,0.407662728,-0.069044145,0.099,0.121,1
SPIN1,0.408260014,0.02546431,0.072,0.062,1
ATL3,0.408358088,-0.064903109,0.112,0.138,1
PIK3C3,0.408471829,-0.019757522,0.083,0.09,1
RPL9,0.408542409,0.016478363,0.977,0.984,1
APBB1,0.408657141,-0.059237989,0.073,0.091,1
BBS9,0.409101843,0.002737178,0.06,0.053,1
YJU2,0.409197865,0.046676113,0.07,0.067,1
CAPNS1,0.409236486,-0.055424955,0.49,0.529,1
CBX3,0.409302955,-0.085805957,0.318,0.351,1
FUT11,0.409503894,-0.037176071,0.208,0.212,1
ARHGEF1,0.409746233,-0.097056299,0.568,0.606,1
LGALS8,0.409990596,-0.080998497,0.085,0.098,1
MRPL51,0.410037307,-0.093040942,0.205,0.232,1
NSUN2,0.410122254,-0.066686882,0.088,0.109,1
SSBP3,0.410447897,0.033839151,0.355,0.357,1
RANGRF,0.410453979,-0.051926391,0.145,0.146,1
STK39,0.41046315,0.101778702,0.181,0.166,1
ZMYND19,0.410874564,-0.060467118,0.062,0.076,1
TMEM126B,0.411207513,0.027069789,0.104,0.115,1
TPP2,0.411249739,-0.047434988,0.156,0.179,1
ATF7,0.411318629,-0.067024457,0.072,0.091,1
ITK,0.411539912,-0.06563668,0.309,0.347,1
THEM6,0.411556651,0.030324327,0.064,0.05,1
FAM117A,0.411626643,0.048932741,0.383,0.373,1
GAPVD1,0.411677816,-0.093378163,0.075,0.094,1
HNRNPA2B1,0.412038676,-0.017138705,0.888,0.912,1
CSRP1,0.412168767,0.09400252,0.166,0.142,1
XAF1,0.41224568,-0.070756648,0.151,0.178,1
GPN3,0.412446634,-0.041184622,0.05,0.055,1
BCAT2,0.41268843,0.000748592,0.047,0.057,1
SUPT20H,0.412851957,0.004299328,0.142,0.146,1
PPP6R3,0.413137768,0.080420062,0.142,0.125,1
SH2D3A,0.41362584,-0.04664349,0.049,0.061,1
EBAG9,0.413632018,0.017930416,0.086,0.095,1
FBXL20,0.413763374,-0.012059475,0.07,0.081,1
VPS36,0.413813008,-0.067253225,0.226,0.258,1
CCT2,0.414349409,-0.048032357,0.239,0.265,1
FAM110A,0.41437371,-0.05185971,0.05,0.067,1
YWHAB,0.414636488,0.052510447,0.79,0.788,1
VRK1,0.414717428,-0.055217706,0.077,0.084,1
ERO1B,0.414810806,0.062504909,0.094,0.077,1
TENT5C,0.414855052,-0.044193045,0.223,0.245,1
PDZD4,0.414912406,-0.06559039,0.064,0.079,1
CARS,0.415032871,-0.072946103,0.075,0.097,1
PPFIA1,0.415110748,0.040853858,0.086,0.072,1
PHF1,0.415368535,-0.029571584,0.274,0.272,1
CSTF1,0.415425474,-0.025686265,0.047,0.051,1
PABPC1,0.415560025,0.118263355,0.915,0.915,1
TRIM52,0.415631183,-0.0214621,0.096,0.109,1
RFC4,0.415706535,0.054452871,0.052,0.042,1
MAGEF1,0.415759662,-0.035269087,0.047,0.06,1
PRNP,0.415813425,0.01881676,0.269,0.284,1
TGFBR3,0.415839693,-0.021248706,0.412,0.448,1
CUTC,0.415904239,-0.01986094,0.098,0.118,1
GSPT1,0.416051145,-0.071214212,0.285,0.302,1
SBNO2,0.416210183,0.053284526,0.068,0.055,1
EIF4G3,0.416218715,0.066037109,0.134,0.117,1
AC068587.4,0.416222415,0.050893298,0.05,0.038,1
IMMP2L,0.416239853,-0.021291721,0.057,0.066,1
LRPPRC,0.416525839,-0.068117601,0.111,0.133,1
FAM53B,0.416710844,0.004666136,0.164,0.18,1
SRFBP1,0.416805814,-0.046237455,0.065,0.076,1
PPIF,0.416833538,0.025333838,0.06,0.055,1
NIF3L1,0.41723815,-0.071744171,0.062,0.08,1
VPS29,0.417283076,-0.083371317,0.239,0.27,1
NDUFA11,0.41775999,-0.051690751,0.544,0.577,1
CHMP1A,0.417862672,-0.079593034,0.151,0.17,1
SIDT1,0.418105545,-0.040953582,0.106,0.127,1
SYF2,0.418714489,-0.017583771,0.358,0.382,1
CERS5,0.418854979,-0.015028712,0.064,0.064,1
MX1,0.418987058,-0.027831024,0.07,0.082,1
TMEM62,0.419189699,0.002430548,0.05,0.055,1
CXCR4,0.419562255,0.006593577,0.565,0.592,1
CHCHD3,0.420223,-0.095291131,0.145,0.171,1
ZNF821,0.420259307,0.057900678,0.094,0.085,1
BCL2,0.420343932,0.100558641,0.156,0.15,1
C6orf89,0.420441101,-0.075672428,0.153,0.181,1
MRPL28,0.42059068,-0.011900283,0.166,0.191,1
SF3B2,0.420651896,-0.005944336,0.596,0.62,1
HAUS1,0.421061354,-0.015649226,0.07,0.083,1
U2AF2,0.421141365,-0.063854247,0.23,0.263,1
AP002387.2,0.421178165,-0.062280025,0.174,0.185,1
PHC2,0.421247295,-0.018657515,0.143,0.139,1
UBE2O,0.421322951,-0.036056097,0.075,0.079,1
TNRC18,0.421623346,0.059303469,0.081,0.072,1
SEL1L3,0.421668468,-0.062775893,0.073,0.09,1
ASH1L-AS1,0.421743593,0.072298915,0.065,0.05,1
CLK3,0.421874772,-0.017455105,0.163,0.181,1
MRPL22,0.421925971,-0.05916905,0.122,0.137,1
NELFA,0.422451113,-0.043469865,0.07,0.089,1
TWISTNB,0.422518447,-0.027927101,0.101,0.101,1
WDR37,0.422538679,0.088448469,0.125,0.111,1
RPL36A,0.422705399,-0.002718332,0.958,0.968,1
RBBP6,0.422807283,-0.032768387,0.423,0.452,1
ZNF160,0.42295159,0.017655165,0.109,0.101,1
BRWD1,0.423245591,-0.044369853,0.213,0.236,1
HEBP2,0.423301134,-0.0580935,0.226,0.251,1
AP4B1,0.424656493,0.003945623,0.062,0.068,1
USP4,0.424791624,-0.075731078,0.143,0.166,1
MVB12A,0.425616673,-0.007929664,0.052,0.06,1
MRPL54,0.425687343,0.082460208,0.316,0.289,1
TTC5,0.425689047,0.011933262,0.064,0.064,1
DDA1,0.425793416,-0.029577002,0.156,0.156,1
CEBPZOS,0.426119158,-0.087120771,0.125,0.147,1
MPC2,0.426801259,0.069450421,0.215,0.205,1
SEC24D,0.42684594,0.048522532,0.078,0.064,1
PRDM4,0.427218302,-0.046412427,0.062,0.079,1
TCEA2,0.42737033,-0.046376873,0.09,0.088,1
SARS2,0.427410111,0.025439924,0.068,0.059,1
DDX55,0.427505824,5.18495112322437e-05,0.06,0.055,1
FXR2,0.427710087,0.017471632,0.052,0.042,1
ZNHIT1,0.427921798,-0.062222172,0.309,0.339,1
TCOF1,0.427932657,-0.096027808,0.101,0.116,1
ADK,0.427979544,-0.060146984,0.094,0.112,1
ASB1,0.428269917,-0.044490936,0.08,0.098,1
ZCRB1,0.428720496,0.032609961,0.127,0.113,1
PPP1R35,0.428973737,-0.038436466,0.249,0.277,1
AGPAT1,0.429013313,-0.04860127,0.086,0.106,1
GPATCH3,0.429154198,-0.044805618,0.054,0.055,1
NSRP1,0.429446765,-0.06799661,0.124,0.147,1
HMGXB4,0.429596424,-0.002629357,0.065,0.071,1
ADSL,0.4296543,-0.060148447,0.124,0.14,1
ESS2,0.42967007,-0.042528763,0.042,0.058,1
SH3YL1,0.429830993,0.028598549,0.052,0.055,1
JKAMP,0.43008919,-0.033093396,0.083,0.101,1
ATP2B1,0.430131533,-0.086701265,0.16,0.183,1
YIPF6,0.430222883,0.070552932,0.068,0.054,1
DHX9,0.430506665,-0.033396617,0.156,0.161,1
GFER,0.430579455,-0.061054038,0.117,0.139,1
MAN2C1,0.430783364,-0.026626324,0.099,0.101,1
YBX3,0.430938442,0.090480014,0.153,0.126,1
HERC4,0.430967907,-0.013172353,0.078,0.092,1
BAG4,0.431051312,-0.020152436,0.07,0.077,1
GDI2,0.431136857,-0.022300297,0.368,0.396,1
SEC24B,0.431513492,-0.009386106,0.099,0.094,1
NDUFS5,0.431571521,-0.025916975,0.503,0.53,1
TRAPPC3,0.431655881,-0.041576305,0.191,0.211,1
BTG3,0.431689258,-0.000845488,0.101,0.094,1
NSD1,0.432101278,0.003085471,0.204,0.216,1
CNOT2,0.43236065,0.074316502,0.248,0.245,1
N4BP2,0.432397157,-0.011398978,0.054,0.051,1
DNAJC5,0.432568001,-0.072539434,0.064,0.081,1
EXOSC5,0.432657691,0.069955371,0.088,0.07,1
MPHOSPH8,0.43287977,-0.0868263,0.467,0.488,1
FXN,0.432880045,-0.005835569,0.098,0.091,1
DCAF11,0.433023012,-0.042319051,0.171,0.177,1
ZNF33A,0.433257245,0.003906757,0.093,0.099,1
THUMPD1,0.433296487,0.033670436,0.246,0.252,1
SVBP,0.433731599,-0.040363009,0.112,0.118,1
CLCF1,0.433884922,-0.053058992,0.037,0.052,1
TUT7,0.43393251,-0.064211965,0.148,0.163,1
NIPA2,0.4339537,-0.055209877,0.109,0.131,1
PHF21A,0.434775904,-0.033248172,0.086,0.101,1
MFSD5,0.434898587,-0.052772449,0.09,0.11,1
FAM76A,0.435133396,-0.05407638,0.049,0.064,1
RABEP2,0.435146683,-0.035451157,0.057,0.075,1
PPP2R2D,0.435438974,0.032427198,0.151,0.136,1
FAM8A1,0.435517451,-0.017137344,0.072,0.088,1
INPP5D,0.435608447,0.059197586,0.226,0.211,1
FBXO44,0.435779548,-0.056946269,0.16,0.169,1
RLF,0.435877743,0.052979599,0.099,0.103,1
PTTG1,0.435981341,0.006552327,0.08,0.075,1
ANAPC11,0.436109901,0.012762694,0.347,0.361,1
TTN-AS1,0.43634283,0.035704486,0.055,0.052,1
RGS19,0.436344204,-0.033231355,0.319,0.328,1
MTHFD2,0.436577999,0.07365299,0.073,0.065,1
ILF3-DT,0.436826016,0.037142153,0.158,0.14,1
KDM3A,0.436884194,-0.080876794,0.075,0.094,1
TNFRSF14,0.436940875,-0.066841404,0.44,0.474,1
COPA,0.436958425,-0.093683913,0.153,0.176,1
TMX1,0.436976747,0.011438759,0.189,0.173,1
C1QBP,0.43708324,-0.042232425,0.306,0.318,1
CEACAM21,0.437835359,0.013278585,0.094,0.108,1
RPL32,0.437959918,0.063355496,0.998,1,1
CAPZA2,0.438057308,-0.0442108,0.155,0.179,1
DDX52,0.438168653,-0.073382928,0.064,0.081,1
TMEM87A,0.438172432,0.077827621,0.158,0.154,1
GOSR2,0.438341632,-0.078807679,0.081,0.101,1
AP1S2,0.438531377,-0.046130535,0.111,0.116,1
OGT,0.439041101,-0.08371895,0.235,0.266,1
CAND1,0.439050168,0.011274864,0.121,0.128,1
CCDC112,0.439053356,-0.067713054,0.059,0.074,1
RPS8,0.439060738,0.048539847,0.995,0.997,1
APOBEC3C,0.439249062,0.009234352,0.217,0.226,1
FNDC3B,0.439250209,0.010102944,0.09,0.083,1
PRMT9,0.439293154,0.02962617,0.052,0.04,1
ARHGAP25,0.43939995,0.007455431,0.316,0.339,1
BX284668.5,0.439453907,0.03274128,0.055,0.042,1
RRAS2,0.439771108,-0.013146348,0.114,0.127,1
PRDM1,0.439856102,-0.092526465,0.261,0.284,1
SLC20A2,0.440173467,-0.075343271,0.044,0.06,1
TMEM129,0.440512089,0.072415934,0.111,0.092,1
TUBA4A,0.44054989,0.059579566,0.321,0.314,1
STAG1,0.440591689,-0.081001528,0.09,0.112,1
DCAF16,0.440691976,-0.08104263,0.093,0.111,1
SMAD7,0.440887214,0.054274246,0.221,0.205,1
CLSTN1,0.440937423,-0.077258627,0.194,0.224,1
CAMTA1,0.440980651,0.003290675,0.137,0.153,1
HDDC2,0.441180042,0.017010881,0.204,0.19,1
NDUFA1,0.441241895,-0.058608619,0.544,0.577,1
CLIP1,0.441297777,0.019600843,0.15,0.136,1
SUPT7L,0.441370111,-0.00938536,0.117,0.133,1
C12orf10,0.441552172,-0.024220395,0.114,0.115,1
FNDC3A,0.441870651,-0.075004422,0.099,0.114,1
LITAF,0.441929209,-0.001140273,0.816,0.803,1
DNPEP,0.442006118,-0.068457271,0.143,0.162,1
MRPL17,0.442226131,-0.053650173,0.05,0.059,1
SP100,0.442373564,-0.024921246,0.422,0.455,1
OSGEP,0.442648393,-0.071394355,0.099,0.12,1
RNF4,0.442668058,-0.092031163,0.166,0.195,1
POLDIP2,0.442784148,-0.0313607,0.127,0.129,1
GET4,0.442869125,-0.072823184,0.091,0.114,1
PCF11,0.442928936,0.009778735,0.202,0.209,1
MKRN2,0.443034596,-0.023699877,0.068,0.085,1
ATF2,0.443075809,0.026878694,0.099,0.101,1
MEA1,0.443978798,-0.056751902,0.22,0.245,1
TSNAX,0.444053842,-0.08407459,0.125,0.148,1
ARMC1,0.444059909,-0.064129223,0.077,0.093,1
DHX8,0.444106026,-0.061801968,0.081,0.094,1
PRCP,0.444129789,-0.052299736,0.086,0.106,1
PDXK,0.444797336,-0.058583992,0.05,0.065,1
POMP,0.444900256,-0.110581687,0.306,0.337,1
MAP2K4,0.445133981,0.0353514,0.057,0.054,1
DHX40,0.445298796,-0.020457137,0.049,0.063,1
TSG101,0.44549103,-0.016465036,0.078,0.088,1
ATG5,0.445667098,-0.045172971,0.16,0.185,1
EHD4,0.445685082,0.071376188,0.083,0.068,1
EDEM1,0.445821354,-0.052649234,0.049,0.061,1
UBL3,0.446350094,-0.089453433,0.205,0.234,1
PRDX2,0.446453803,-0.045225546,0.412,0.443,1
KRAS,0.446884466,-0.07204262,0.228,0.258,1
KLHL24,0.44730859,-0.001582889,0.137,0.159,1
PPCS,0.447313516,-0.028352587,0.213,0.236,1
DDX60,0.447381427,-0.005050368,0.057,0.068,1
Z93930.2,0.44740942,-0.057283393,0.057,0.065,1
GSK3A,0.447463749,0.045570551,0.191,0.189,1
CNIH1,0.447500333,0.110576487,0.155,0.139,1
FOSL2,0.447750806,0.085924311,0.151,0.131,1
ERC1,0.448038035,-0.057045911,0.05,0.067,1
CARM1,0.448375395,0.052680304,0.072,0.06,1
POLR1D,0.44839647,-0.03669107,0.363,0.387,1
SPG21,0.448598435,-0.055737714,0.147,0.171,1
ELK1,0.44876446,0.042450428,0.06,0.061,1
NBN,0.448910533,-0.061367291,0.122,0.136,1
DYRK1B,0.449138132,-0.02785317,0.049,0.054,1
SLCO3A1,0.449833135,-0.067606458,0.081,0.093,1
PRRC2B,0.449884991,-0.020212801,0.215,0.203,1
DENR,0.449955644,-0.068922538,0.221,0.248,1
TYW1,0.450095241,-0.002458732,0.075,0.084,1
SUCO,0.450264722,0.041831287,0.151,0.133,1
RPL30,0.450286676,0.04184342,0.997,0.998,1
PGP,0.450541018,0.057790717,0.243,0.222,1
PML,0.451157041,-0.036758749,0.135,0.133,1
SMYD3,0.451281695,0.029415949,0.093,0.078,1
TRRAP,0.451325523,-0.081447033,0.075,0.083,1
PDCD5,0.451483777,-0.07686578,0.235,0.265,1
VRK2,0.451612385,0.040331756,0.085,0.084,1
PPP4C,0.451642776,-0.023530594,0.375,0.404,1
GGT7,0.451662428,-0.019384842,0.062,0.061,1
MDFIC,0.451855495,-0.090836639,0.225,0.255,1
FAM104A,0.451881318,-0.061959326,0.091,0.112,1
PLEKHA2,0.452235468,0.081982652,0.117,0.101,1
PAG1,0.452237624,-0.005417648,0.119,0.117,1
NSMAF,0.452533351,0.037081468,0.121,0.127,1
CRKL,0.452616028,0.069799214,0.096,0.088,1
MINK1,0.452776613,0.027587333,0.135,0.131,1
P4HB,0.452995404,-0.022142606,0.552,0.582,1
POC5,0.453022028,-0.061598817,0.049,0.063,1
SRPK1,0.45303847,0.070413389,0.169,0.152,1
FAM204A,0.453044829,0.042922491,0.248,0.224,1
AP2B1,0.454039028,0.048764913,0.16,0.158,1
SCAMP1,0.454176288,-0.003116081,0.101,0.094,1
TRIM24,0.454394702,0.061628112,0.065,0.06,1
NDUFAF6,0.454447322,-0.063695601,0.037,0.051,1
CC2D1A,0.454454527,0.041441931,0.078,0.078,1
STX6,0.454643643,-0.067717644,0.06,0.075,1
GNB2,0.454701411,-0.014630786,0.497,0.529,1
HINT1,0.455070399,-0.019442906,0.793,0.802,1
NAPG,0.455232355,0.069491882,0.09,0.075,1
SMG5,0.455899943,0.053405785,0.09,0.075,1
TBP,0.456062326,-0.04526173,0.104,0.125,1
TRAK2,0.456117482,-0.046637251,0.05,0.062,1
BBX,0.456268847,0.018576976,0.215,0.219,1
PCMTD2,0.456458877,-0.026956642,0.081,0.097,1
SLC10A3,0.456722144,-0.025711431,0.153,0.172,1
CAMK2N1,0.456760683,-0.095420633,0.155,0.182,1
MAT2A,0.456998141,-0.006452937,0.134,0.149,1
TUBGCP3,0.457059677,-0.038770339,0.047,0.061,1
KRI1,0.457312444,0.0236701,0.145,0.149,1
UBE2D2,0.457323781,-0.017313115,0.583,0.573,1
GLE1,0.457597468,-0.022013973,0.044,0.056,1
ELK4,0.457835018,-0.074666766,0.114,0.132,1
XIAP,0.457857932,0.08391331,0.114,0.102,1
KMT5A,0.45806335,0.039342403,0.054,0.042,1
UPF3B,0.458079333,0.049773897,0.094,0.085,1
VPS13D,0.458114694,-0.060577241,0.072,0.089,1
KIF3A,0.458386508,-0.060920812,0.064,0.079,1
RNF44,0.458489248,-0.094149158,0.189,0.218,1
PDCD7,0.458565692,-0.070610624,0.171,0.192,1
TAF6,0.458579842,-0.080969824,0.099,0.116,1
BLCAP,0.458588156,-0.041922121,0.121,0.14,1
APH1A,0.458635537,0.061205737,0.371,0.358,1
DNAJC10,0.458800718,-0.045213715,0.08,0.083,1
MED1,0.459024177,-0.055681536,0.093,0.094,1
TTC1,0.459668717,-0.010226234,0.16,0.176,1
CCPG1,0.459786618,-0.070797982,0.114,0.136,1
CCT6A,0.45983308,0.068319511,0.314,0.289,1
LINC01184,0.460127958,0.004456412,0.07,0.075,1
SCAMP4,0.460137605,-0.029865214,0.086,0.104,1
HDAC10,0.460262328,-0.040309911,0.106,0.127,1
CYTH1,0.460512942,-0.044543052,0.5,0.539,1
PALM2-AKAP2,0.460569954,-0.060342818,0.039,0.051,1
MYO19,0.460650802,0.094461956,0.055,0.046,1
NTAN1,0.460717986,0.039201172,0.122,0.116,1
DOCK10,0.460748221,-0.066505113,0.179,0.203,1
SMIM27,0.460791655,0.002523269,0.143,0.136,1
SHMT2,0.460926278,0.009504643,0.116,0.121,1
SUMO1,0.461123639,-0.018159365,0.311,0.335,1
OGDH,0.461801334,-0.010203031,0.134,0.152,1
AJM1,0.462390457,-0.071488085,0.065,0.082,1
GBP1,0.462513767,-0.024391343,0.143,0.14,1
ARFIP1,0.462858788,-0.074706973,0.057,0.072,1
SURF1,0.463250791,-0.014074143,0.221,0.211,1
CPSF6,0.463512792,-0.069691756,0.125,0.148,1
ANKRD37,0.463810635,0.038572482,0.052,0.038,1
COPB1,0.463826625,-0.044803633,0.169,0.175,1
POGK,0.463865241,-0.06373008,0.065,0.081,1
RNF125,0.463974667,0.087881577,0.287,0.265,1
C1RL-AS1,0.464613411,-0.066796797,0.037,0.05,1
RNF19B,0.464690832,-0.01494077,0.057,0.068,1
GTF2F2,0.464777588,-0.021932559,0.081,0.079,1
ZBTB25,0.464893333,0.005646941,0.132,0.124,1
CACUL1,0.464910198,0.027705102,0.121,0.113,1
EXOC3,0.464980886,0.035099588,0.085,0.069,1
HSF1,0.465029459,0.009829479,0.218,0.223,1
TIPARP,0.465113463,-0.030602383,0.14,0.139,1
C6orf136,0.465305761,-0.074831471,0.127,0.147,1
ATG101,0.465435377,0.058814223,0.083,0.069,1
ANKRD13D,0.465484054,-0.085846945,0.283,0.311,1
INO80E,0.465508883,-0.006140257,0.28,0.3,1
MFSD10,0.465558083,-0.013182831,0.373,0.395,1
NUDT4,0.465817346,-0.021658239,0.15,0.144,1
CDCA4,0.465966154,-0.037452705,0.054,0.059,1
PPP2R5B,0.46608526,0.034135343,0.059,0.048,1
CARD8,0.466087338,-0.034746057,0.189,0.188,1
NUB1,0.466152515,0.054645959,0.259,0.246,1
PIGB,0.466180318,-0.001723139,0.06,0.056,1
SMPD4,0.46623588,-0.059780334,0.073,0.093,1
DDB2,0.466642591,-0.07949226,0.086,0.101,1
AP3B1,0.466738993,0.055597844,0.163,0.153,1
LSM12,0.466967311,-0.048176178,0.164,0.178,1
HSPH1,0.467061464,-0.064817286,0.111,0.125,1
AKTIP,0.467125633,0.047381227,0.05,0.048,1
NEPRO,0.467252227,-0.062146919,0.073,0.088,1
SIRT7,0.467382331,0.067162738,0.212,0.206,1
GRPEL1,0.467537499,-0.000771411,0.148,0.139,1
PPP4R2,0.467618538,-0.060451954,0.239,0.27,1
TMBIM6,0.467638561,-0.048089236,0.695,0.727,1
SYMPK,0.467729724,-0.053322462,0.065,0.083,1
YPEL3,0.467745926,-0.058442767,0.678,0.702,1
UBE2Z,0.468148219,-0.064654799,0.13,0.148,1
ELOC,0.468148376,-0.069139005,0.246,0.269,1
MIA2,0.468705431,-0.079162312,0.153,0.179,1
MITD1,0.468809807,-0.056507843,0.125,0.146,1
SMNDC1,0.46892409,-0.081598287,0.205,0.237,1
AP1AR,0.469181271,0.048920293,0.059,0.052,1
ZNF766,0.469186026,-0.044133323,0.046,0.054,1
RELA,0.469198199,-0.019238856,0.189,0.208,1
LUC7L2,0.469207636,0.008436441,0.275,0.294,1
SMIM7,0.469693796,-0.091076605,0.16,0.185,1
SNTB1,0.47014676,0.030494272,0.098,0.086,1
EHMT1,0.470445945,0.025867658,0.207,0.206,1
RMC1,0.470575679,0.04306133,0.103,0.09,1
MRPL32,0.470660635,-0.062759386,0.091,0.11,1
STXBP2,0.470736991,0.045064976,0.3,0.28,1
INSIG1,0.470808487,0.070860121,0.161,0.146,1
SLC16A7,0.470866866,0.069780042,0.15,0.136,1
RCOR3,0.470977728,0.003995285,0.093,0.103,1
RTF1,0.471027261,0.064589335,0.244,0.245,1
ATM,0.471111779,0.010852774,0.303,0.322,1
XRCC1,0.471136482,0.041286866,0.091,0.077,1
CDYL,0.471143348,-0.078905468,0.067,0.082,1
AHI1,0.471161116,-0.002936482,0.064,0.06,1
CGAS,0.471191886,0.045722219,0.068,0.054,1
RCC1L,0.471276086,-0.029496835,0.083,0.087,1
ZNF655,0.471471233,0.0190189,0.264,0.28,1
CIR1,0.471477599,-0.044727375,0.173,0.179,1
SMS,0.471544846,0.013160345,0.086,0.09,1
KCNAB2,0.471681838,0.013132423,0.339,0.359,1
CYB5R3,0.472005205,-0.019131923,0.238,0.236,1
IGBP1,0.472217242,0.106547047,0.298,0.278,1
COX7B,0.472389036,-0.063492716,0.414,0.44,1
CST3,0.472539763,-0.210335335,0.085,0.094,1
PPME1,0.472545937,0.036584415,0.054,0.046,1
PLK3,0.472604739,0.032870217,0.054,0.043,1
KTN1,0.472690601,-0.094980663,0.371,0.379,1
SYS1,0.473006419,-0.075298583,0.116,0.138,1
PCBP1-AS1,0.473131126,0.015469636,0.117,0.105,1
TFIP11,0.473250958,-0.075603854,0.07,0.09,1
SMC6,0.473519145,-0.004167802,0.064,0.056,1
JMJD7,0.473679772,-0.068062068,0.09,0.107,1
AFTPH,0.473722929,0.062100102,0.13,0.126,1
MRPL34,0.474241556,-0.049016863,0.244,0.266,1
COA3,0.474850333,-0.070148411,0.098,0.119,1
ITGB1,0.474997258,-0.091279744,0.604,0.646,1
ACAT2,0.475000013,0.068025097,0.104,0.097,1
XKR8,0.475049207,0.012607631,0.064,0.065,1
MR1,0.475277588,-0.039805533,0.044,0.058,1
RAB27B,0.475407378,0.033947815,0.054,0.045,1
MCM9,0.47567363,0.033413086,0.062,0.049,1
HIGD2A,0.475690132,0.067108265,0.65,0.62,1
SF3B5,0.475955496,0.002192358,0.477,0.497,1
CMIP,0.476476475,-0.062370378,0.096,0.117,1
KANSL1,0.476501821,-0.01573432,0.233,0.253,1
TSC2,0.476874993,-0.000641017,0.077,0.072,1
CES1,0.476970413,0.012218455,0.142,0.147,1
ZNF598,0.477336123,-0.014792345,0.099,0.09,1
BCL7B,0.477405619,0.058123409,0.233,0.213,1
TAF6L,0.477578471,-0.029140575,0.065,0.071,1
MBNL3,0.47788181,-0.052593986,0.049,0.063,1
SYNE2,0.47811408,-0.081723726,0.627,0.667,1
TRA2B,0.478228894,0.083881797,0.376,0.357,1
RBM38,0.478376191,0.067432636,0.305,0.284,1
FCGRT,0.478397174,0.058559841,0.07,0.062,1
POLR2G,0.4787168,-0.046600661,0.277,0.305,1
GNAI3,0.478737729,-0.003206416,0.195,0.189,1
DDX10,0.478789928,0.028705997,0.06,0.06,1
PDS5B,0.478860169,-0.057402701,0.07,0.076,1
B4GALT5,0.479217703,-0.064310792,0.064,0.081,1
CALM2,0.479227812,-0.086951729,0.598,0.629,1
REPS1,0.479493178,0.026654864,0.119,0.121,1
CCDC18-AS1,0.479675644,0.030712501,0.192,0.176,1
DENND6A,0.479872513,0.074916714,0.121,0.114,1
NDEL1,0.479890893,0.06246765,0.147,0.127,1
UCHL3,0.480019463,-0.007607551,0.059,0.069,1
ABRAXAS1,0.4801839,-0.01904582,0.057,0.068,1
PIGC,0.480234067,0.000648834,0.173,0.16,1
PSMF1,0.480759607,0.056510415,0.311,0.298,1
MMUT,0.480777217,-0.033388097,0.041,0.05,1
IDE,0.480832325,-0.014906142,0.044,0.056,1
REV3L,0.481010715,-0.081219018,0.104,0.12,1
CTSA,0.481435723,-0.031725566,0.127,0.146,1
ZNF22,0.481702181,0.002941395,0.199,0.214,1
SREK1,0.482341041,0.004147421,0.164,0.156,1
UBL7,0.482626256,-0.003166618,0.135,0.146,1
MGAT5,0.482720115,0.041826498,0.081,0.066,1
FAM13B,0.483003083,-0.095147159,0.164,0.192,1
ORAI2,0.483122754,-0.027500612,0.064,0.074,1
BAP1,0.483249001,0.052665278,0.094,0.078,1
KATNBL1,0.483728222,0.070275615,0.135,0.117,1
EFCAB14,0.483750598,-0.066666981,0.226,0.25,1
ZNF699,0.483784658,-0.037100588,0.075,0.09,1
ING2,0.483787914,0.053785608,0.057,0.042,1
NDUFS8,0.484118981,0.076156455,0.347,0.323,1
NMD3,0.48412349,-0.03128901,0.057,0.068,1
SNX4,0.484164884,-0.061593817,0.059,0.075,1
TIMM8B,0.484223404,-0.070663394,0.104,0.117,1
HIVEP2,0.484359833,-0.004446759,0.081,0.074,1
DNASE2,0.484373731,0.068643169,0.142,0.123,1
KEAP1,0.484384625,-0.056006917,0.109,0.131,1
USP36,0.484568511,-0.07481477,0.14,0.153,1
ANKRD11,0.484849746,0.015240507,0.383,0.412,1
INPP5K,0.484851052,-0.049068184,0.153,0.178,1
BAHD1,0.484952577,-0.062099434,0.057,0.074,1
PPID,0.485351896,0.126675236,0.147,0.129,1
PPP5C,0.485565706,0.026748032,0.14,0.145,1
