Supplementary Data 2D. Differential gene expression in CD8A+ T cells at 12  vs 24 weeks,,,,,
,p_val,avg_log2FC,pct.1,pct.2,p_val_adj
TMEM161A,4.63649718447823e-17,-0.057194549,0.055,0.104,7.78977891964187e-13
EXOSC6,4.68330747875387e-17,-0.062160454,0.097,0.162,7.86842489505438e-13
IRF1,4.71890352031726e-17,-0.248180382,0.422,0.612,7.92822980448502e-13
LINC01278,4.74366638185252e-17,-0.007683406,0.08,0.124,7.96983388815041e-13
RPS6KA3,4.88119745427361e-17,-0.180412345,0.101,0.19,8.20089984292509e-13
COX19,4.90063421274072e-17,0.03769547,0.088,0.121,8.23355554082568e-13
TASOR,4.99294037488344e-17,0.055751433,0.169,0.214,8.38863912384167e-13
CCL5,5.00321370765193e-17,-0.08465406,0.989,0.982,8.40589935022601e-13
SRSF1,5.00518631867823e-17,-0.185620307,0.14,0.255,8.4092135340113e-13
KDM4C,5.03043899374168e-17,-0.003888477,0.143,0.208,8.45164055338539e-13
IFNAR1,5.05266431309355e-17,-0.070223685,0.067,0.125,8.48898131242847e-13
GOLGB1,5.11954865036675e-17,-0.101596736,0.128,0.215,8.60135368748118e-13
WRNIP1,5.14895654630525e-17,-0.199801058,0.081,0.177,8.65076189344745e-13
SUCLG2,5.15376176717621e-17,0.051920868,0.08,0.11,8.65883514503275e-13
KLRG1,5.16091338245558e-17,-0.080353901,0.41,0.541,8.67085057386361e-13
ADAM17,5.18260470238463e-17,-0.043655421,0.059,0.109,8.70729416047642e-13
PRELID3B,5.28247192309809e-17,-0.131737993,0.087,0.163,8.8750810779971e-13
CYTOR,5.29568417430892e-17,-0.007321192,0.256,0.344,8.89727898125642e-13
TMEM106C,5.30210282392048e-17,-0.09653957,0.068,0.133,8.9080629544688e-13
IDI1,5.30765419564281e-17,-0.156540002,0.123,0.228,8.91738981409948e-13
KDM6A,5.34763657969936e-17,0.045813322,0.075,0.103,8.98456421755289e-13
ATP8A1,5.38741151123286e-17,0.072179716,0.113,0.145,9.05139008002232e-13
TPP2,5.39241638586206e-17,-0.100231409,0.121,0.204,9.05979876988685e-13
SMARCA4,5.40080693479188e-17,-0.10337782,0.09,0.168,9.07389573114384e-13
MAPRE1,5.41033374809176e-17,-0.194624486,0.117,0.228,9.08990173016896e-13
ITGAM,5.42021273335102e-17,-0.017689664,0.123,0.185,9.10649941330305e-13
PTP4A2,5.46750633670508e-17,-0.355156845,0.601,0.83,9.18595739629821e-13
ARHGAP15,5.53982611182425e-17,0.026955485,0.222,0.292,9.30746185047592e-13
PATL2,5.54042723688354e-17,-0.1358091,0.191,0.317,9.30847180068803e-13
BTBD2,5.57829372049906e-17,-0.163312274,0.031,0.094,9.37209127981046e-13
DGCR6L,5.66855101882794e-17,0.060039874,0.146,0.193,9.52373256673283e-13
SRP19,5.7069444374431e-17,-0.017053943,0.163,0.235,9.58823734934815e-13
CXorf40B,5.70838675991371e-17,-0.091031987,0.046,0.096,9.59066059533102e-13
FGD5-AS1,5.81545034304988e-17,-0.023543626,0.088,0.14,9.7705381213581e-13
HYOU1,5.89258199319642e-17,-0.016977532,0.096,0.151,9.90012700676930e-13
SLC39A1,5.90629346166026e-17,0.010764252,0.052,0.082,9.9231636449354e-13
CCPG1,5.99695639202739e-17,-0.107409498,0.086,0.159,1.00754864342452e-12
TCHP,6.0529069969559e-17,-0.130072675,0.063,0.134,1.01694890455856e-12
PPAN,6.05744120268128e-17,-0.002939197,0.063,0.102,1.01771069646248e-12
IARS,6.10023904059876e-17,-0.072103645,0.065,0.12,1.024901161211e-12
MIIP,6.10078980144204e-17,-0.092740717,0.075,0.142,1.02499369454028e-12
ESCO1,6.12732222360148e-17,0.062374072,0.103,0.138,1.02945140678728e-12
RNF14,6.16419215695967e-17,-0.0672621,0.048,0.097,1.03564592429079e-12
EIF4G3,6.19729116375918e-17,0.0013537,0.102,0.158,1.04120688842318e-12
TGS1,6.23073830510089e-17,-0.066643773,0.085,0.148,1.04682634264e-12
FPGS,6.26117676856743e-17,-0.088830386,0.091,0.164,1.05194030888701e-12
EEFSEC,6.38006527614487e-17,-0.081765461,0.06,0.118,1.0719147670451e-12
AC007384.1,6.42585045360805e-17,-0.111071847,0.079,0.153,1.07960713471069e-12
HMGXB3,6.48751906992527e-17,-0.011215806,0.068,0.11,1.08996807893814e-12
GNPAT,6.58658752969465e-17,-0.038342658,0.082,0.14,1.106612570864e-12
IFT20,6.64714256943903e-17,-0.065787252,0.069,0.126,1.11678642309145e-12
PIK3R5,6.76593051924042e-17,-0.144502396,0.171,0.288,1.13674398653758e-12
TCERG1,6.78737858252437e-17,-0.076059346,0.103,0.177,1.14034747564992e-12
KRI1,6.80369447402526e-17,-0.144895153,0.09,0.171,1.14308870858098e-12
ANKH,6.8248375667778e-17,-0.055264671,0.051,0.094,1.14664095959434e-12
LRCH3,6.89622924688393e-17,-0.046198046,0.059,0.111,1.15863547576897e-12
ACSL3,6.97831836736869e-17,-0.066873644,0.058,0.108,1.17242726890161e-12
TMEM39A,6.99014279759611e-17,-0.076799129,0.035,0.08,1.17441389142412e-12
MARK2,7.01272507418488e-17,-0.183684636,0.095,0.198,1.1782079397138e-12
RNF169,7.02835017805185e-17,0.074419275,0.122,0.158,1.18083311341449e-12
DNAJB1,7.0872761171031e-17,-0.270015108,0.451,0.633,1.19073326043449e-12
SNHG9,7.09288841322942e-17,0.152817134,0.143,0.154,1.19167618230667e-12
MAPKAP1,7.11295459753951e-17,0.018448437,0.094,0.137,1.19504750193261e-12
NORAD,7.13826549425615e-17,-0.06606472,0.114,0.193,1.19929998568998e-12
VAT1,7.17221076976236e-17,-0.067455324,0.044,0.093,1.20500313142777e-12
RAD51C,7.25414420509232e-17,-0.018778768,0.067,0.108,1.21876876789756e-12
APOL3,7.31935512131108e-17,-0.067925759,0.063,0.117,1.22972485393147e-12
TOR1A,7.50107923884768e-17,-0.032309542,0.072,0.123,1.2602563229188e-12
SMAD4,7.56970324893645e-17,-0.166382677,0.068,0.148,1.27178584285381e-12
C7orf50,7.58581934216685e-17,0.055155023,0.114,0.157,1.27449350767745e-12
PDE4D,7.63805536172664e-17,0.160202428,0.127,0.134,1.28326968132369e-12
ZBP1,7.64015401313192e-17,-0.085374488,0.092,0.162,1.28362227574629e-12
MAEA,7.64127306989342e-17,-0.293300344,0.068,0.181,1.28381028847279e-12
TBC1D5,7.74360581765394e-17,0.05189683,0.098,0.13,1.30100321342404e-12
TADA2B,7.77915027513957e-17,-0.206647664,0.031,0.11,1.3069750377262e-12
RC3H2,7.82202268201093e-17,-0.005145209,0.09,0.135,1.31417803080466e-12
LEPROT,7.85739326361593e-17,-0.103010132,0.048,0.105,1.32012064222011e-12
SUB1,7.87988433193215e-17,-0.178516833,0.46,0.642,1.32389936660792e-12
SLC4A7,7.88758704263495e-17,-0.176146324,0.116,0.218,1.3251934990331e-12
ECHDC1,7.89152184572121e-17,-0.104976627,0.069,0.133,1.32585458529962e-12
CD2AP,7.90770295881549e-17,-0.088445778,0.048,0.096,1.32857317411059e-12
ZER1,7.91981986997565e-17,-0.14188437,0.041,0.106,1.33060893635461e-12
TGFBR1,8.01836561782628e-17,-0.024516924,0.1,0.153,1.34716560745099e-12
PNKD,8.05743911945041e-17,-0.126895989,0.139,0.242,1.35373034645886e-12
DCTD,8.15697250217328e-17,-0.183028928,0.087,0.18,1.37045295009013e-12
CD244,8.16846409795964e-17,-0.097635867,0.069,0.137,1.3723836530982e-12
AZIN1,8.29871543027409e-17,-0.14974267,0.074,0.158,1.39426717944035e-12
KIAA0586,8.36161068540426e-17,-0.142674904,0.04,0.106,1.40483421125477e-12
CD8B,8.37278601641556e-17,-0.073714183,0.66,0.771,1.40671177861798e-12
MAP2K1,8.4906372902839e-17,0.001503414,0.101,0.147,1.4265119711406e-12
METRNL,8.51030826050524e-17,-0.324691655,0.064,0.179,1.42981689084749e-12
SAFB,8.54979640320204e-17,-0.114788225,0.129,0.223,1.43645129370197e-12
MUTYH,8.55875616908734e-17,-0.08001671,0.047,0.096,1.43795662396836e-12
PITPNA,8.87159339345897e-17,-0.263586245,0.03,0.121,1.49051640603504e-12
NAAA,8.9167485835408e-17,-0.083635429,0.105,0.177,1.49810292952069e-12
AL499604.1,9.01351088789002e-17,-0.236471386,0.033,0.115,1.5143599642744e-12
NCBP1,9.05237959142974e-17,-0.082608767,0.048,0.099,1.52089029515611e-12
PARP9,9.27045181004422e-17,-0.262811832,0.057,0.155,1.55752860860553e-12
PCBP1,9.29448300997535e-17,-0.428744054,0.56,0.809,1.56156609050596e-12
ZNF787,9.34789620082029e-17,-0.213936465,0.012,0.075,1.57054004069982e-12
NUFIP2,9.38550613848116e-17,-0.036397412,0.151,0.227,1.57685888632622e-12
MRPL49,9.4804484619125e-17,-0.047981357,0.05,0.097,1.59281014608592e-12
SREK1,9.50570078730663e-17,-0.050380265,0.107,0.176,1.59705278927539e-12
ATP6V1B2,9.5227802960602e-17,-0.149945476,0.043,0.112,1.59992231754107e-12
DLG1,9.59481330225613e-17,-0.043467052,0.071,0.119,1.61202458291205e-12
RIF1,9.67363565874952e-17,-0.061026201,0.077,0.139,1.62526752702651e-12
CMIP,9.94091675037018e-17,-0.140105846,0.062,0.14,1.67017342322969e-12
SRP68,9.99458222544308e-17,-0.206108991,0.048,0.137,1.67918975969669e-12
CNIH4,9.99687471517605e-17,-0.096270145,0.077,0.151,1.67957492089673e-12
AP3B1,1.00528415139649e-16,-0.006266818,0.117,0.177,1.68897790276124e-12
PDE6D,1.0054018407395e-16,0.014575664,0.095,0.143,1.68917563262644e-12
PPCS,1.0102183131201e-16,-0.150114832,0.127,0.229,1.69726778787307e-12
SAMD9L,1.02199792946315e-16,-0.052230654,0.081,0.138,1.71705872129104e-12
MRPS2,1.02885602526959e-16,-0.066495905,0.065,0.118,1.72858100805545e-12
DCAF15,1.03051295572771e-16,-0.132220823,0.088,0.176,1.73136481691812e-12
RAPGEF1,1.03554205021627e-16,-0.114227575,0.156,0.269,1.73981419856836e-12
PHF21A,1.03594020762969e-16,0.037838073,0.077,0.112,1.74048314283865e-12
CREB3,1.04442960319901e-16,-0.079790504,0.053,0.102,1.75474617633466e-12
PINK1,1.06668213581623e-16,-0.103536587,0.047,0.104,1.79213265638485e-12
VPS26B,1.09342448347021e-16,-0.12700814,0.202,0.325,1.83706247467831e-12
CYTH1,1.09914405023272e-16,-0.156935403,0.408,0.581,1.84667191879599e-12
HMCES,1.10058301437236e-16,-0.087883997,0.084,0.156,1.84908952244699e-12
TRAF5,1.12481329833185e-16,-0.087648125,0.048,0.104,1.88979882252734e-12
NKAP,1.12629965903684e-16,-0.076999693,0.082,0.145,1.8922960571478e-12
EXOSC8,1.15937385371559e-16,-0.167555533,0.068,0.156,1.94786401162756e-12
CARD11,1.16556306030143e-16,-0.026833842,0.126,0.196,1.95826249761243e-12
TUBA1A,1.1686844286693e-16,-0.152928877,0.382,0.55,1.9635067086073e-12
ZBTB44,1.16938264449468e-16,-0.118197163,0.139,0.234,1.96467978101551e-12
TAF3,1.17612049474601e-16,0.024391137,0.115,0.159,1.97600004322277e-12
ZGPAT,1.17757117503959e-16,-0.223199116,0.096,0.202,1.97843733118402e-12
CLTC,1.18272603959475e-16,-0.05034962,0.128,0.203,1.98709801912314e-12
RALA,1.18842312989617e-16,-0.100085143,0.063,0.124,1.99666970053856e-12
RABGGTA,1.19123533883513e-16,-0.057786709,0.063,0.118,2.00139449277691e-12
OARD1,1.20256532079296e-16,-0.008051341,0.064,0.104,2.02042999546425e-12
SPATA13,1.20553021310358e-16,-0.06163175,0.146,0.237,2.02541131103532e-12
PHPT1,1.21163461351375e-16,0.063426279,0.167,0.211,2.03566731416446e-12
RTCA,1.23346989526938e-16,-0.182161184,0.064,0.147,2.07235277104208e-12
CASP8AP2,1.24118858956835e-16,0.002398579,0.085,0.133,2.08532094933379e-12
RASSF3,1.24698749638998e-16,0.038130384,0.079,0.113,2.0950636926848e-12
PRKD2,1.25558770603103e-16,-0.142134712,0.082,0.175,2.10951290490273e-12
GGA2,1.26477204516103e-16,-0.051678199,0.061,0.115,2.12494351307505e-12
FOXK2,1.26504276390297e-16,-0.238722768,0.024,0.107,2.12539834763337e-12
PRPF6,1.27466782026998e-16,-0.094098328,0.128,0.208,2.1415694048356e-12
TMEM167A,1.29058421272999e-16,-0.03563676,0.067,0.115,2.16831053580765e-12
ZNF83,1.32843369979003e-16,0.014599795,0.058,0.088,2.23190145901722e-12
NR1D2,1.33934957586696e-16,-0.01822302,0.14,0.204,2.25024122241408e-12
CLK3,1.33955382880064e-16,-0.228937119,0.097,0.209,2.25058438776795e-12
TUBB2A,1.34776975998483e-16,-0.124950993,0.076,0.149,2.26438797375052e-12
TASOR2,1.35134175587057e-16,-0.031788491,0.064,0.111,2.27038928403815e-12
MIGA2,1.35831142330842e-16,-0.083500729,0.025,0.069,2.28209902230047e-12
RGCC,1.36285375868455e-16,-0.249909964,0.071,0.148,2.28973059996591e-12
TSHZ1,1.38340756055474e-16,-0.076608959,0.064,0.124,2.32426304248802e-12
AC020916.1,1.38530669155625e-16,-0.320853855,0.18,0.338,2.32745377248365e-12
SEC63,1.39669025589604e-16,0.003618293,0.119,0.171,2.34657929893093e-12
GPBP1L1,1.4052538886445e-16,-0.095480193,0.082,0.149,2.36096705831163e-12
PPP6R3,1.40796358494282e-16,-0.018669164,0.094,0.147,2.36551961906243e-12
SELENOO,1.4155608481996e-16,-0.128076272,0.054,0.124,2.37828378106015e-12
TESC,1.42484597292592e-16,0.085038097,0.099,0.12,2.39388371911284e-12
ICE1,1.45934877209445e-16,-0.107384069,0.111,0.194,2.45185187199588e-12
NUP42,1.46039354404387e-16,-0.043200789,0.068,0.12,2.4536071933481e-12
ZDHHC24,1.46913147875247e-16,0.077262203,0.117,0.141,2.46828779745202e-12
NLRP1,1.48263213598756e-16,-0.214616327,0.13,0.242,2.49097025167271e-12
PPP5C,1.48815554249741e-16,-0.02967755,0.11,0.17,2.5002501269499e-12
EEF1D,1.51152422072813e-16,-0.028822704,0.961,0.979,2.53951184324533e-12
NKTR,1.52582734273363e-16,-0.002326919,0.232,0.316,2.56354251852677e-12
TOR1AIP1,1.52928026898648e-16,-0.126988057,0.096,0.18,2.56934377992418e-12
TIMMDC1,1.53759817022414e-16,0.018944658,0.069,0.097,2.58331868579357e-12
NEAT1,1.54104359871848e-16,-0.005049078,0.317,0.426,2.58910735020692e-12
CCNT2,1.55059400884109e-16,-0.012348696,0.09,0.146,2.60515299425392e-12
TRIM52-AS1,1.56520627935287e-16,0.088675146,0.075,0.092,2.62970306994076e-12
RPS4Y1,1.56635424119724e-16,-0.107663162,0.792,0.901,2.63163176063548e-12
PPID,1.56895504994814e-16,-0.101662096,0.084,0.156,2.63600137941787e-12
PPP1R15A,1.58259554677568e-16,0.077315797,0.521,0.598,2.65891877813781e-12
RNF145,1.58944193003007e-16,0.171683378,0.11,0.116,2.67042138664352e-12
EVL,1.59467586160419e-16,-0.160549586,0.641,0.803,2.67921491508119e-12
MARCH2,1.61237798570974e-16,-0.083841273,0.077,0.14,2.70895625379094e-12
LRPPRC,1.61668805249225e-16,-0.011626268,0.11,0.165,2.71619759699222e-12
WDFY1,1.63147332076542e-16,-0.044842001,0.068,0.117,2.74103832621799e-12
RAP1GAP2,1.64337917325482e-16,0.025863233,0.11,0.157,2.76104134898543e-12
BRCC3,1.65583151612233e-16,0.000588592,0.051,0.087,2.78196253023713e-12
TBC1D14,1.69070818920162e-16,-0.057905514,0.062,0.116,2.84055882867764e-12
GMPS,1.70052136632552e-16,-0.175104692,0.078,0.166,2.85704594756351e-12
AKAP17A,1.70571512301261e-16,-0.241589846,0.104,0.223,2.86577197817348e-12
DPH1,1.70579653632325e-16,0.002564442,0.071,0.106,2.86590876067669e-12
DNAJC4,1.71804167755892e-16,-0.036185154,0.091,0.142,2.88648182246674e-12
DLST,1.73253497400968e-16,-0.23951265,0.059,0.162,2.91083200983366e-12
ZFYVE28,1.73536506027385e-16,-0.069099563,0.098,0.165,2.91558683776609e-12
CCDC47,1.75471658092491e-16,-0.109063895,0.072,0.138,2.94809932761194e-12
ECHS1,1.75508945629365e-16,-0.014393793,0.097,0.143,2.94872579551896e-12
DENND11,1.7719091525074e-16,-0.211617964,0.024,0.093,2.97698456712769e-12
BPGM,1.78706078214172e-16,0.065098029,0.063,0.081,3.00244082007631e-12
ATG13,1.79615839799816e-16,-0.012860105,0.074,0.115,3.0177257244767e-12
HTATSF1,1.81503063251407e-16,-0.089897318,0.125,0.206,3.04943296568689e-12
ACBD6,1.81943283379048e-16,0.014707928,0.099,0.144,3.05682910405139e-12
VPS37A,1.82526031546596e-16,-0.074558365,0.054,0.109,3.06661985601436e-12
TM2D3,1.83048720295227e-16,-0.026259409,0.082,0.132,3.07540154968011e-12
SAR1B,1.83329029810738e-16,-0.046612368,0.074,0.126,3.0801110298502e-12
TPD52L2,1.83704801748719e-16,-0.142500559,0.07,0.15,3.08642437418022e-12
PLEKHF1,1.91257506132605e-16,-0.194364561,0.111,0.222,3.2133173605339e-12
SMC5,1.91836488814633e-16,0.068895708,0.149,0.193,3.22304484857465e-12
BTN2A1,1.93251542021132e-16,-0.082482042,0.064,0.123,3.24681915749704e-12
DNLZ,1.94496818720848e-16,-0.121815679,0.063,0.135,3.26774105132897e-12
PROK2,1.95356200505314e-16,-0.01692683,0.166,0.242,3.28217952468978e-12
HSPA1A,1.96835037973449e-16,-0.299239619,0.043,0.145,3.30702547299192e-12
TCF12,1.98323684798585e-16,0.026697698,0.107,0.149,3.33203622830103e-12
DBF4,2.02822332436173e-16,-0.006297951,0.082,0.131,3.40761800726015e-12
CAMK2D,2.08488661704052e-16,-0.014311009,0.073,0.112,3.50281800528979e-12
CHCHD7,2.0970954869984e-16,-0.110251381,0.075,0.144,3.52333012770601e-12
ARRDC2,2.13255889197473e-16,-0.163768589,0.096,0.186,3.58291219440675e-12
FBXO33,2.15571276040883e-16,0.021646438,0.08,0.115,3.62181300876288e-12
KLHL28,2.15797309307176e-16,-0.054449923,0.092,0.147,3.62561059366986e-12
DYNC1LI1,2.16358822028817e-16,-0.036074884,0.076,0.123,3.63504456890616e-12
TRIAP1,2.19863423792306e-16,-0.012595651,0.064,0.101,3.69392538313454e-12
SRPK1,2.23231695923584e-16,-0.03112066,0.122,0.187,3.75051572321213e-12
TRA2A,2.252027569384e-16,0.063748776,0.143,0.186,3.78363151932207e-12
HELZ,2.27428760706157e-16,-0.005647824,0.128,0.189,3.82103060862414e-12
CTNNBL1,2.34617887717233e-16,-0.042294481,0.069,0.12,3.94181513153723e-12
FOXN2,2.35423784198926e-16,-0.022533819,0.114,0.171,3.95535499832615e-12
B2M,2.36368154076015e-16,-0.197406343,0.999,0.996,3.97122135663113e-12
CENPX,2.43782392941533e-16,-0.0205236,0.135,0.204,4.09578798381069e-12
TMEM138,2.4520631898712e-16,-0.084404806,0.044,0.099,4.1197113653026e-12
USP42,2.48221543712587e-16,-0.066841436,0.05,0.103,4.17037015591517e-12
INPP4B,2.50187098543304e-16,-0.091343653,0.042,0.083,4.20339344262606e-12
ZFAND2A,2.52117242468033e-16,0.031510884,0.102,0.145,4.23582179070542e-12
GCH1,2.5508940349538e-16,-0.08350929,0.072,0.131,4.28575706812589e-12
LIMD2,2.55622187239608e-16,-0.175338559,0.594,0.763,4.29470836781265e-12
DUSP8,2.56362619243138e-16,-0.195453717,0.031,0.107,4.30714836590397e-12
MYCBP2,2.56364890471045e-16,-0.056207897,0.233,0.331,4.30718652480403e-12
AGGF1,2.56888977052839e-16,-0.076995493,0.095,0.163,4.31599170346475e-12
DENND6A,2.60016004055033e-16,-0.024644462,0.075,0.12,4.3685288841286e-12
CBX6,2.60842142541498e-16,-0.107500957,0.048,0.11,4.3824088368397e-12
ZCCHC8,2.61541171960062e-16,-0.041634921,0.051,0.098,4.394153230101e-12
PNO1,2.61620579945005e-16,0.029735247,0.038,0.062,4.39548736365602e-12
ATR,2.62626546085975e-16,-0.020732956,0.078,0.123,4.41238860079047e-12
IFITM2,2.64435150759335e-16,0.04312028,0.745,0.828,4.4427749679076e-12
CPD,2.64512275774459e-16,0.162719625,0.156,0.169,4.44407074528668e-12
SFXN1,2.65199756752313e-16,-0.036478906,0.111,0.18,4.4556211131956e-12
GFI1,2.69770246744255e-16,-0.219663565,0.06,0.158,4.53240991555022e-12
LAGE3,2.72412626707721e-16,-0.058609474,0.091,0.149,4.57680454131642e-12
ZNF217,2.74257585085728e-16,-0.073388628,0.084,0.145,4.60780168702532e-12
MYNN,2.75020819732029e-16,-0.01372262,0.057,0.093,4.62062479231781e-12
REEP4,2.78887653948622e-16,-0.04729745,0.051,0.095,4.68559147399079e-12
ITGAE,2.81703310186805e-16,0.008153916,0.107,0.159,4.73289731444851e-12
HLTF,2.82957351884171e-16,-0.083314124,0.04,0.09,4.75396646900595e-12
COPS7B,2.83613223500525e-16,-0.102726998,0.045,0.1,4.76498576803232e-12
ELK4,2.84324804836596e-16,-0.045773721,0.074,0.128,4.77694104605964e-12
AC008555.4,2.85564271822595e-16,-0.013663537,0.089,0.137,4.79776533089143e-12
ASMTL,2.86502655836876e-16,0.022332154,0.067,0.099,4.81353112071536e-12
AP5Z1,2.86609398049658e-16,-0.147284461,0.054,0.125,4.81532449663231e-12
DPP8,2.88598942894862e-16,-0.040165277,0.086,0.148,4.84875083957658e-12
CCNI,2.88988401972815e-16,-0.149785077,0.649,0.818,4.85529414154527e-12
TRAPPC2,2.89532359536734e-16,-0.070792983,0.041,0.087,4.86443317257667e-12
STIM1,2.90581919455344e-16,-0.018491728,0.108,0.169,4.88206682876923e-12
TAPBPL,2.92039404311669e-16,-0.013410878,0.103,0.154,4.90655403184036e-12
RBM6,2.9599494484007e-16,-0.115764628,0.147,0.239,4.97301106825801e-12
MTFP1,3.00889138334686e-16,0.119967931,0.101,0.111,5.05523841316106e-12
SLC35B1,3.01057272420611e-16,-0.024095074,0.062,0.102,5.05806323393868e-12
ST3GAL4,3.02815889019373e-16,-0.06974988,0.035,0.077,5.08760975141448e-12
ST8SIA4,3.04442543204315e-16,-0.073874922,0.111,0.187,5.1149391683757e-12
RPA3,3.04523138496483e-16,-0.081200717,0.084,0.143,5.11629324987941e-12
FBXO21,3.05140888180075e-16,-0.075140127,0.069,0.128,5.12667206231345e-12
TMEM167B,3.07960382727041e-16,-8.50E-05,0.065,0.1,5.17404239019702e-12
MBD1,3.09866204282056e-16,-0.156968813,0.066,0.146,5.20606209814283e-12
SAE1,3.10637000005387e-16,-0.11570959,0.061,0.129,5.21901223709050e-12
NEPRO,3.12329618669853e-16,-0.134714468,0.041,0.106,5.24744992327219e-12
RCOR1,3.13824982409938e-16,-0.106423414,0.051,0.108,5.27257352946937e-12
KLF10,3.14217392736527e-16,0.154573674,0.099,0.102,5.2791664153664e-12
KAT6B,3.15003238128035e-16,-0.057283596,0.133,0.199,5.29236940378911e-12
ADA,3.16291402175038e-16,-0.051419875,0.095,0.157,5.31401184794282e-12
RBM18,3.16631487997838e-16,-0.103425965,0.056,0.119,5.31972562985167e-12
ULK3,3.22373158835099e-16,-0.105029834,0.106,0.19,5.4161914415885e-12
PRXL2C,3.31758214820885e-16,-0.028538863,0.062,0.101,5.57386976720569e-12
RRP1B,3.34487703087522e-16,0.046149709,0.117,0.157,5.61972789957346e-12
TOMM40,3.35175522305312e-16,0.005711002,0.081,0.124,5.63128395025155e-12
STK11,3.36891444989268e-16,-0.16889448,0.04,0.109,5.66011316726469e-12
SBF1,3.3935406445504e-16,-0.142757849,0.078,0.164,5.70148763690913e-12
MTHFS,3.40179328644023e-16,-0.025902914,0.054,0.098,5.71535290054823e-12
GLB1,3.5411350058325e-16,-0.072591514,0.042,0.087,5.94946092329919e-12
CRYZ,3.62118025237569e-16,-0.13806735,0.032,0.095,6.0839449420164e-12
TBP,3.63207754103718e-16,-0.122168332,0.046,0.111,6.10225347669657e-12
HMGA1,3.63420995232305e-16,-0.00535525,0.121,0.175,6.10583614089796e-12
CREBBP,3.6986961324954e-16,-0.047516659,0.095,0.158,6.21417937220552e-12
PPIP5K2,3.72926625648639e-16,-0.022322125,0.069,0.112,6.26554023752278e-12
OGFRL1,3.75294057140047e-16,0.038529876,0.052,0.078,6.30531545400993e-12
ATXN7,3.79549142358157e-16,0.030336516,0.083,0.12,6.37680514075939e-12
R3HCC1,3.81114512106982e-16,-0.048260537,0.091,0.151,6.4031049179094e-12
COA4,3.81943892798136e-16,-0.065726699,0.067,0.121,6.41703934290149e-12
CDC5L,3.84138952149393e-16,0.017055473,0.107,0.152,6.45391853506196e-12
FBXO32,3.84994753935723e-16,0.029983886,0.122,0.168,6.46829686087409e-12
AFF1,3.85538482324462e-16,0.098992648,0.084,0.102,6.47743204153329e-12
MED8,3.87890079294246e-16,-0.071856644,0.037,0.084,6.51694122222264e-12
AC004865.2,3.88139783496648e-16,-0.006108273,0.075,0.12,6.52113650252718e-12
SP4,3.89954651526313e-16,-0.157020944,0.093,0.182,6.55162810029358e-12
ARPC3,3.92680635830686e-16,-0.139616027,0.668,0.814,6.59742736259136e-12
MIB2,3.93168822200425e-16,0.016592419,0.147,0.204,6.60562938178934e-12
TXNDC15,3.96280848747617e-16,-0.068286314,0.059,0.105,6.65791453980871e-12
SYAP1,4.11188192687762e-16,-0.04317807,0.099,0.151,6.90837282534708e-12
ARL4A,4.12446071963736e-16,0.011399509,0.075,0.11,6.92950645506274e-12
BIRC6,4.23528296918995e-16,-0.072114064,0.164,0.258,7.11569891653604e-12
ZNF564,4.23730929394237e-16,0.004837558,0.036,0.06,7.11910334475258e-12
IL18R1,4.28772078708118e-16,-0.072749899,0.031,0.07,7.2037996943751e-12
HGS,4.31659456673792e-16,-0.14163638,0.077,0.152,7.25231053157638e-12
GFM1,4.35129794164871e-16,-0.051374742,0.048,0.092,7.31061567176399e-12
PBX2,4.39247172479165e-16,-0.105564071,0.062,0.127,7.37979174482245e-12
NIPSNAP2,4.42139375476667e-16,-0.101812761,0.059,0.125,7.42838364738348e-12
CHMP3,4.42186101582619e-16,0.062150029,0.118,0.151,7.42916869268957e-12
SLMAP,4.42718363381355e-16,-0.146704113,0.065,0.142,7.43811122317015e-12
NRF1,4.4340222723378e-16,-0.032306886,0.039,0.076,7.44960081975473e-12
ZFAND1,4.46452147715014e-16,-0.037545764,0.058,0.1,7.50084253375995e-12
C20orf27,4.47969449923711e-16,0.049279357,0.084,0.111,7.52633472816826e-12
STK25,4.54488347797552e-16,-0.142625941,0.084,0.163,7.63585873134668e-12
C5orf51,4.59490538405277e-16,0.03633453,0.068,0.093,7.71990053574706e-12
C7orf26,4.63418109204519e-16,-0.067342459,0.07,0.128,7.78588765274513e-12
MFSD11,4.6367707525849e-16,-0.239033444,0.11,0.229,7.79023854141788e-12
NBN,4.69761123207182e-16,-0.114556483,0.083,0.162,7.89245663100386e-12
BTAF1,4.72605983685279e-16,0.044980752,0.099,0.135,7.94025313189637e-12
DESI2,4.74170465564435e-16,-0.041726633,0.059,0.106,7.96653799194808e-12
RPS16,4.74333802990126e-16,0.447112649,0.972,0.959,7.9692822240371e-12
MPPE1,4.75287423770237e-16,-0.107538436,0.097,0.181,7.98530400676376e-12
COA5,4.82167232090545e-16,0.006196282,0.065,0.102,8.10089166635324e-12
SRSF5,4.83000042636155e-16,-0.262061569,0.598,0.786,8.11488371633005e-12
DBP,4.90848463401483e-16,-0.152306111,0.044,0.114,8.24674503360832e-12
H3F3A,4.95263152522107e-16,-0.432061,0.746,0.911,8.32091622552391e-12
MAPK8,5.06070040546056e-16,0.020080271,0.04,0.066,8.50248275121428e-12
ABCF1,5.12312674562075e-16,0.082057655,0.142,0.178,8.60736524531742e-12
